ID,Name_lang
527,"Dispel Magic"
528,"Cure Disease"
530,"Charm (Possess)"
543,"Mage Ward"
546,"Water Walking"
550,"Nullify Poison"
555,"Feral Spirit"
556,"Astral Recall"
563,Moonfire
568,"Arcane Burst"
578,"Black Wolf"
579,"Red Wolf"
580,"Timber Wolf"
581,"Winter Wolf"
585,Smite
586,Fade
587,"Conjure Food"
588,"Inner Fire"
589,"Shadow Word: Pain"
596,"Prayer of Healing"
601,"Sword Mastery"
603,"Bane of Doom"
605,"Mind Control"
606,"Mind Rot"
611,"Seal of Sacrifice"
633,"Lay on Hands"
635,"Holy Light"
642,"Divine Shield"
668,"Language Common"
669,"Language Orcish"
670,"Language Taurahe"
671,"Language Darnassian"
672,"Language Dwarven"
673,"Minor Defense"
674,"Dual Wield"
676,Disarm
686,"Shadow Bolt"
687,"Demon Armor"
688,"Summon Imp"
689,"Drain Life"
691,"Summon Felhunter"
692,"Terror (TEST)"
693,"Create Soulstone"
697,"Summon Voidwalker"
698,"Ritual of Summoning"
700,Sleep
702,"Curse of Weakness"
703,Garrote
710,Banish
712,"Summon Succubus"
713,"Summon Incubus"
720,Entangle
724,Lightwell
739,"Debuff Fire Resist (TEST)"
740,Tranquility
742,Pulverize
744,Poison
745,Web
746,"First Aid"
747,"Summon Images"
750,"Plate Mail"
755,"Health Funnel"
759,"Conjure Mana Gem"
768,"Cat Form"
770,"Faerie Fire"
772,Rend
774,Rejuvenation
779,Swipe
781,Disengage
783,"Travel Form"
785,"True Fulfillment"
799,"Twin Teleport"
802,"Mutate Bug"
804,"Explode Bug"
806,Fervor
812,"Periodic Mana Burn"
813,"Language Thalassian"
814,"Language Draconic"
815,"Language Demon Tongue"
816,"Language Titan"
817,"Language Old Tongue (NYI)"
818,"Cooking Fire"
822,"Arcane Resistance"
823,"Natural Resistance"
824,"Horse Riding"
825,"Wolf Riding"
826,"Ram Riding"
827,"Nightmare Riding"
828,"Tiger Riding"
829,Thickskull
830,Fearless
831,"Swimming (NYI)"
833,"Green Tea"
834,"Lesser Armor"
835,"Tidal Charm"
836,LOGINEFFECT
845,Cleave
851,"Polymorph: Sheep"
853,"Hammer of Justice"
871,"Shield Wall"
879,Exorcism
883,"Call Pet 1"
897,"Summon Angry Programmer"
898,"Create Fervor Potion"
921,"Pick Pocket"
932,"Replenish Spirit II"
952,Glacier
980,"Bane of Agony"
982,"Revive Pet"
1022,"Hand of Protection"
1035,"Fire Ward"
1038,"Hand of Salvation"
1044,"Hand of Freedom"
1050,Sacrifice
1064,"Chain Heal"
1066,"Aquatic Form"
1079,Rip
1082,Claw
1098,"Subjugate Demon"
1120,"Drain Soul"
1122,"Summon Infernal"
1126,"Mark of the Wild"
1130,"Hunter's Mark"
1132,"Critical Strike"
1134,"Inner Rage"
1138,"Crystal Protection"
1139,"Cold Eye"
1160,"Demoralizing Shout"
1161,"Challenging Shout"
1178,"Bear Form (Passive)"
1180,Daggers
1214,"Ice Armor"
1234,"Tony's God Mode"
1266,"Dampen Magic"
1267,"Amplify Magic"
1302,"Damage Immunity Test"
1329,Mutilate
1330,"Garrote - Silence"
1364,"Unyielding Will"
1373,"Teach Summon Felhunter"
1386,"Echoes of Lordaeron"
1449,"Arcane Explosion"
1454,"Life Tap"
1459,"Arcane Brilliance"
1462,"Beast Lore"
1463,"Mana Shield"
1464,Slam
1485,"Metawheel Boulder"
1490,"Curse of the Elements"
1494,"Track Beasts"
1499,"Freezing Trap"
1509,"GM Only OFF"
1513,"Scare Beast"
1515,"Tame Beast"
1516,"Quick Shot"
1522,"Pet Upgrade (NYI)"
1528,"Free Master"
1535,"Fire Nova"
1536,"Longshot II"
1538,Charging
1539,"Feed Pet"
1543,Flare
1557,"Full Speed"
1588,"Pet Upgrade"
1604,Dazed
1609,"Ashbringer Buzzsaw"
1645,"Worgen Form"
1650,"Slowing Strike III"
1664,"Savage Assault IV"
1665,"Savage Assault V"
1680,Whirlwind
1706,Levitate
1710,"Summon Felsteed"
1714,"Curse of Tongues"
1715,Hamstring
1719,Recklessness
1725,Distract
1742,Cower
1752,"Sinister Strike"
1766,Kick
1776,Gouge
1784,Stealth
1795,"Disheartening Blow II"
1796,"Disheartening Blow III"
1797,"Disheartening Blow IV"
1798,"Disheartening Blow V"
1804,"Pick Lock"
1809,Lockpicking
1811,Scorch
1822,Rake
1825,"Lend Pet (NYI)"
1831,"Blast Wave"
1833,"Cheap Shot"
1834,"Gathering Speed"
1842,"Disarm Trap"
1844,"Disarming Fury Effect"
1848,"Divining Chant"
1850,Dash
1852,Silenced
1853,Growl
1856,Vanish
1860,"Safe Fall"
1881,"Summon Hive'Zara Hatchling"
1906,"Debilitating Charge"
1908,"Uber Heal Over Time"
1936,"Teleport Anvilmar"
1940,"Rocket Blast"
1943,Rupture
1949,Hellfire
1950,"Greater Shadow Imp"
1953,Blink
1966,Feint
1978,"Serpent Sting"
1991,"Entangling Roots Just Cast Marker"
2000,"Head Shot"
2006,Resurrection
2008,"Ancestral Spirit"
2018,Blacksmithing
2020,"Apprentice Blacksmith"
2021,"Journeyman Blacksmith"
2050,Heal
2060,"Greater Heal"
2061,"Flash Heal"
2062,"Earth Elemental Totem"
2075,"Searing Totem"
2094,Blind
2096,"Mind Vision"
2098,Eviscerate
2108,Leatherworking
2110,"FIRESTAFF (DND)"
2118,"Dodge Mastery"
2119,"Nature Resist"
2120,Flamestrike
2123,"Holy Affinity"
2136,"Fire Blast"
2139,Counterspell
2140,"Stasis Effect"
2147,Mending
2148,"Periodic Shadow Storm"
2149,"Handstitched Leather Boots"
2152,"Light Armor Kit"
2153,"Handstitched Leather Pants"
2154,"Journeyman Leatherworker"
2155,"Apprentice Leatherworker"
2156,"Light Winter Cloak"
2157,"Light Winter Boots"
2158,"Fine Leather Boots"
2159,"Fine Leather Cloak"
2160,"Embossed Leather Vest"
2161,"Embossed Leather Boots"
2162,"Embossed Leather Cloak"
2163,"White Leather Jerkin"
2164,"Fine Leather Gloves"
2165,"Medium Armor Kit"
2166,"Toughened Leather Armor"
2167,"Dark Leather Boots"
2168,"Dark Leather Cloak"
2169,"Dark Leather Tunic"
2222,"Portal Storm"
2259,Alchemy
2275,"Apprentice Alchemist"
2280,"Journeyman Alchemist"
2329,"Elixir of Lion's Strength"
2330,"Minor Healing Potion"
2331,"Minor Mana Potion"
2332,"Minor Rejuvenation Potion"
2333,"Elixir of Lesser Agility"
2334,"Elixir of Minor Fortitude"
2335,"Swiftness Potion"
2337,"Lesser Healing Potion"
2366,"Herb Gathering"
2367,"Lion's Strength"
2370,"Rejuvenation Potion"
2372,"Apprentice Herbalist"
2373,"Journeyman Herbalist"
2374,"Minor Agility"
2378,"Minor Fortitude"
2379,Speed
2380,Resistance
2381,"Resistance (OLD)"
2382,Generic
2383,"Find Herbs"
2385,"Brown Linen Vest"
2386,"Linen Boots"
2387,"Linen Cloak"
2389,"Red Linen Robe"
2392,"Red Linen Shirt"
2393,"White Linen Shirt"
2394,"Blue Linen Shirt"
2395,"Barbaric Linen Vest"
2396,"Green Linen Shirt"
2397,"Reinforced Linen Cape"
2399,"Green Woolen Vest"
2400,"Transfer Power"
2401,"Woolen Boots"
2402,"Woolen Cape"
2403,"Gray Woolen Robe"
2406,"Gray Woolen Shirt"
2425,Spotted
2426,"Base Stealth"
2442,"Smashing Blow"
2443,"Smashing Blow II"
2444,"Smashing Blow III"
2446,"Smashing Blow V"
2457,"Battle Stance"
2458,"Berserker Stance"
2479,"Honorless Target"
2481,"Find Treasure"
2484,"Earthbind Totem"
2538,"Charred Wolf Meat"
2539,"Spiced Wolf Meat"
2540,"Roasted Boar Meat"
2541,"Coyote Steak"
2542,"Goretusk Liver Pie"
2543,"Westfall Stew"
2544,"Crab Cake"
2545,"Cooked Crab Claw"
2546,"Dry Pork Ribs"
2547,"Redridge Goulash"
2548,"Succulent Pork Ribs"
2549,"Seasoned Wolf Kabob"
2550,Cooking
2551,"Apprentice Cook"
2552,"QA Expert Cook"
2565,"Shield Block"
2567,Thrown
2575,Mining
2580,"Find Minerals"
2581,"Apprentice Miner"
2582,"Journeyman Miner"
2583,"Debug Spell Reflection"
2584,"Waiting to Resurrect"
2585,"Eye of Kilrogg Passive (DND)"
2596,"Touch of the Black Claw"
2598,"Rejuvenation (OLD)"
2605,"Sharpen Blade"
2606,Shock
2626,"Lightning Bolt Proc V"
2629,"Dagger Strike III (Disabled)"
2630,"Dagger Strike IV (Disabled)"
2633,"Dagger Strike III"
2634,"Dagger Strike IV"
2636,"Dagger Strike V"
2637,Hibernate
2641,"Dismiss Pet"
2643,Multi-Shot
2645,"Ghost Wolf"
2647,"Freeze III PROC"
2650,"Tame Pet (TEST)"
2653,"Damage 100 (TEST)"
2654,"Summon Tamed (TEST)"
2656,Smelting
2657,"Smelt Copper"
2658,"Smelt Silver"
2659,"Smelt Bronze"
2660,"Rough Sharpening Stone"
2661,"Copper Chain Belt"
2662,"Copper Chain Pants"
2663,"Copper Bracers"
2664,"Runed Copper Bracers"
2665,"Coarse Sharpening Stone"
2666,"Runed Copper Belt"
2667,"Runed Copper Breastplate"
2668,"Rough Bronze Leggings"
2670,"Rough Bronze Cuirass"
2671,"Rough Bronze Bracers"
2672,"Patterned Bronze Bracers"
2673,"Silvered Bronze Breastplate"
2674,"Heavy Sharpening Stone"
2675,"Shining Silver Breastplate"
2691,"Mana Burn"
2737,"Copper Mace"
2738,"Copper Axe"
2739,"Copper Shortsword"
2740,"Bronze Mace"
2741,"Bronze Axe"
2742,"Bronze Shortsword"
2763,"INVIS Only ON"
2764,Throw
2765,"SHOWLABEL Only ON"
2766,"KJORDAN (TEST)"
2782,"Remove Corruption"
2795,"Beer Basted Boar Ribs"
2812,"Holy Wrath"
2816,"Bark of Doom"
2817,"Teach Bark of Doom"
2818,"Deadly Poison"
2825,Bloodlust
2829,"Sharpen Blade II"
2830,"Sharpen Blade III"
2831,"Armor +8"
2832,"Armor +16"
2833,"Armor +24"
2834,"Periodic Thunderclap"
2836,"Detect Traps"
2842,Poisons
2855,"Detect Magic"
2871,"Nullify Disease"
2881,"Light Leather"
2882,"Bear Form (PT) (NYI)"
2894,"Fire Elemental Totem"
2895,"Wrath of Air Totem"
2908,Soothe
2912,Starfire
2944,"Devouring Plague"
2950,Anti-Holy
2963,"Bolt of Linen Cloth"
2964,"Bolt of Woolen Cloth"
2969,"Aura Leech (PT)"
2973,"Raptor Strike"
2974,"Wing Clip"
2983,Sprint
3007,"Longshot III"
3011,"Fire Shot"
3017,"Immune Effect (TEST)"
3018,Shoot
3019,Frenzy
3023,"Debuff Nature (TEST)"
3025,"Cat Form (Passive)"
3026,"Use Soulstone"
3044,"Arcane Shot"
3045,"Rapid Fire"
3050,Detect
3052,"Fire Shield Effect"
3055,"Fire Shield Effect IV"
3105,"Curse of Stalvan"
3106,"Aura of Rot"
3107,"Summon Eliza's Guard"
3108,"Touch of Death"
3109,"Presence of Death"
3110,Firebolt
3112,"Enhance Blunt Weapon"
3113,"Enhance Blunt Weapon II"
3114,"Enhance Blunt Weapon III"
3115,"Rough Weightstone"
3116,"Coarse Weightstone"
3117,"Heavy Weightstone"
3120,"Sol L"
3121,Kev
3127,Parry
3129,"Frost Breath"
3130,"Ice Claw"
3132,"Chilling Breath"
3136,"Frenzied Command"
3143,"Glacial Roar"
3145,"Icy Grasp"
3146,"Daunting Growl"
3147,"Rend Flesh"
3148,"Head Crack"
3149,"Furious Howl"
3150,Rabies
3151,"Crazed Hunger"
3157,"Lesser Agility"
3159,Agility
3161,"Lesser Strength"
3163,Strength
3164,"Ogre's Strength"
3166,Wisdom
3169,Invulnerability
3170,"Weak Troll's Blood Elixir"
3171,"Elixir of Wisdom"
3172,"Minor Magic Resistance Potion"
3173,"Lesser Mana Potion"
3174,"Potion of Curing"
3175,"Limited Invulnerability Potion"
3176,"Strong Troll's Blood Elixir"
3177,"Elixir of Defense"
3188,"Elixir of Ogre's Strength"
3204,"Sapper Explode"
3205,"Sol M"
3206,"Sol H"
3207,"Sol U"
3219,"Weak Troll's Blood"
3221,Regeneration
3223,"Major Troll's Blood Elixir"
3229,"Quick Bloodlust"
3230,"Elixir of Minor Agility"
3231,"QAEnchant Cloak +3 Agility"
3232,"Gouge Stun Test"
3233,"Evil Eye"
3234,"Disease Touch"
3235,"Rancid Blood"
3237,"Curse of Thule"
3238,"Nimble Reflexes"
3240,"Bloody Explosion"
3242,Ravage
3243,"Life Harvest"
3245,Chicken
3246,"Chicken Other"
3247,"Agonizing Pain"
3248,"Improved Blocking"
3252,Shred
3256,"Plague Cloud"
3258,"Savage Rage"
3260,"Violet Shield Effect"
3261,Ignite
3263,"Touch of Ravenclaw"
3264,"Blood Howl"
3269,"Blessing of Thule"
3271,Fatigued
3275,"Linen Bandage"
3276,"Heavy Linen Bandage"
3277,"Wool Bandage"
3278,"Heavy Wool Bandage"
3279,"Apprentice First Aid"
3280,"Journeyman First Aid"
3284,"Violent Shield"
3286,Bind
3287,"Ghoul Form"
3288,"Moss Hide"
3292,"Heavy Copper Broadsword"
3293,"Copper Battle Axe"
3294,"Thick War Axe"
3295,"Deadly Bronze Poniard"
3296,"Heavy Bronze Mace"
3297,"Mighty Iron Hammer"
3304,"Smelt Tin"
3307,"Smelt Iron"
3308,"Smelt Gold"
3319,"Copper Chain Boots"
3320,"Rough Grinding Stone"
3321,"Copper Chain Vest"
3323,"Runed Copper Gauntlets"
3324,"Runed Copper Pants"
3325,"Gemmed Copper Gauntlets"
3326,"Coarse Grinding Stone"
3328,"Rough Bronze Shoulders"
3329,"Warty Complexion"
3330,"Silvered Bronze Shoulders"
3331,"Silvered Bronze Boots"
3332,"Slow Poison"
3333,"Silvered Bronze Gauntlets"
3334,"Green Iron Boots"
3335,"Dark Sludge"
3336,"Green Iron Gauntlets"
3337,"Heavy Grinding Stone"
3338,"Rancid Ooze"
3339,"Rancid Ooze Effect"
3356,"Flame Lash"
3358,"Leech Poison"
3359,"Drink Potion"
3360,"Curse of the Eye"
3361,"Dummy NPC Summon"
3362,"Dire Wolf (TEST)"
3363,"Nether Drake"
3365,Opening
3368,"Drink Minor Potion"
3369,"Potion of Strength II"
3370,"Crocolisk Steak"
3371,"Blood Sausage"
3372,"Murloc Fin Soup"
3373,"Crocolisk Gumbo"
3376,"Curiously Tasty Omelet"
3377,"Gooey Spider Cake"
3385,"Boar Charge"
3387,"Rage of Thule"
3388,"Deadly Leech Poison"
3389,"Ward of the Eye"
3390,"Helcular's Spawn"
3391,Thrash
3393,"Consume Flesh"
3396,"Corrosive Poison"
3397,"Big Bear Steak"
3398,"Hot Lion Chops"
3399,"Tasty Lion Steak"
3400,"Soothing Turtle Bisque"
3405,"Soul Rend"
3407,"Rune of Opening"
3408,"Crippling Poison"
3411,Intervene
3412,"Journeyman Cook"
3416,"Fiend Fury"
3424,"Tainted Howl"
3427,"Infected Wound"
3428,"Summon Flesh Eating Worms"
3429,"Plague Mind"
3436,"Wandering Plague"
3440,"MACESTAFFSPECIAL (DND)"
3442,Enslave
3443,"Enchanted Quickness"
3448,"Lesser Invisibility Potion"
3449,"Shadow Oil"
3450,"Elixir of Fortitude"
3452,"Mana Potion"
3453,"Elixir of Detect Lesser Invisibility"
3454,"Frost Oil"
3465,"Expert Alchemist"
3477,"Spirit Steal"
3485,"Wail of Nightlash"
3488,"Felstrom Resurrection"
3490,"Frenzied Rage"
3491,"Big Bronze Knife"
3492,"Hardened Iron Shortsword"
3493,"Jade Serpentblade"
3494,"Solid Iron Maul"
3495,"Golden Iron Destroyer"
3496,"Moonsteel Broadsword"
3497,"Frost Tiger Blade"
3498,"Massive Iron Axe"
3499,"Summon Sloth"
3500,"Shadow Crescent Axe"
3501,"Green Iron Bracers"
3502,"Green Iron Helm"
3503,"Golden Scale Coif"
3504,"Green Iron Shoulders"
3505,"Golden Scale Shoulders"
3506,"Green Iron Leggings"
3507,"Golden Scale Leggings"
3508,"Green Iron Hauberk"
3509,"Sloth Passive"
3510,"Sloth Effect"
3511,"Golden Scale Cuirass"
3512,"Sludge Passive"
3513,"Polished Steel Boots"
3514,Sludge
3515,"Golden Scale Boots"
3527,"Summon Sludge"
3537,"Minions of Malathrom"
3539,"Expert Blacksmith"
3542,"Naraxis Web"
3547,"Enraging Memories"
3551,"Skull Crack"
3561,"Teleport: Stormwind"
3562,"Teleport: Ironforge"
3563,"Teleport: Undercity"
3565,"Teleport: Darnassus"
3566,"Teleport: Thunder Bluff"
3567,"Teleport: Orgrimmar"
3568,"Expert Miner"
3569,"Smelt Steel"
3571,"Expert Herbalist"
3574,"Skin of Rock"
3578,"Teleport: Dalaran"
3582,"Torch Burst"
3584,"Volatile Infection"
3589,"Deafening Screech"
3591,"Blessing of the Holy Spring"
3592,"Cure Ailments"
3600,Earthbind
3603,"Distracting Pain"
3604,"Tendon Rip"
3605,"Summon Remote-Controlled Golem"
3606,"Searing Bolt"
3607,"Yenniku's Release"
3609,"Paralyzing Poison"
3611,"Minion of Doane"
3612,"Bloodscalp Pet"
3615,"Summon Dalaran Serpent"
3616,"Poison Proc"
3618,"Self Stun"
3621,"Skullsplitter Pet"
3631,"Battle Fury"
3635,"Crystal Gaze"
3636,"Crystalline Slumber"
3637,"Improved Blocking III"
3644,"Speak with Heads"
3648,"Phase Out"
3650,"Sling Mud"
3651,"Shield of Reflection"
3652,"Summon Spirit of Old"
3653,"Spirit of Old"
3655,"Summon Shield Guard"
3657,"Summon Spell Guard"
3658,"Summon Theurgist"
3659,"Mage Sight"
3660,"Create Soul Gem"
3670,"Unlock Maury's Foot"
3671,"Cracking Stone"
3672,"Crumbling Stone"
3673,"Reduced to Rubble"
3674,"Black Arrow"
3678,Focusing
3714,"Path of Frost"
3715,"Dark Ritual II"
3716,Torment
3718,"Syndicate Bomb"
3719,"Debuff Holy Resist (TEST)"
3720,"Throw Syndicate Bomb"
3721,"Teleport Altar of the Tides"
3722,"Summon Syndicate Spectre"
3730,"Initialize Image"
3742,"Static Electricity"
3753,"Handstitched Leather Belt"
3755,"Linen Bag"
3756,"Embossed Leather Gloves"
3757,"Woolen Bag"
3758,"Green Woolen Bag"
3759,"Embossed Leather Pants"
3760,"Hillman's Cloak"
3761,"Fine Leather Tunic"
3762,"Hillman's Leather Vest"
3763,"Fine Leather Belt"
3764,"Hillman's Leather Gloves"
3765,"Dark Leather Gloves"
3766,"Dark Leather Belt"
3767,"Hillman's Belt"
3768,"Hillman's Shoulders"
3769,"Dark Leather Shoulders"
3770,"Toughened Leather Gloves"
3771,"Barbaric Gloves"
3772,"Green Leather Armor"
3773,"Guardian Armor"
3774,"Green Leather Belt"
3775,"Guardian Belt"
3776,"Green Leather Bracers"
3777,"Guardian Leather Bracers"
3778,"Gem-studded Leather Belt"
3779,"Barbaric Belt"
3780,"Heavy Armor Kit"
3812,"Expert Leatherworker"
3813,"Small Silk Pack"
3815,"Poison Cloud"
3816,"Cured Light Hide"
3817,"Cured Medium Hide"
3818,"Cured Heavy Hide"
3822,"Proximity Bomb Explode"
3823,"Throw Proximity Bomb"
3825,"Ward of Laze Passive"
3826,"Ward of Laze effect"
3827,"Ward of Laze"
3839,"Bolt of Silk Cloth"
3840,"Heavy Linen Gloves"
3841,"Green Linen Bracers"
3842,"Handstitched Linen Britches"
3843,"Heavy Woolen Gloves"
3844,"Heavy Woolen Cloak"
3845,"Soft-soled Linen Boots"
3847,"Red Woolen Boots"
3848,"Double-stitched Woolen Shoulders"
3849,"Reinforced Woolen Shoulders"
3850,"Heavy Woolen Pants"
3851,"Phoenix Pants"
3852,"Gloves of Meditation"
3854,"Azure Silk Gloves"
3855,"Spidersilk Boots"
3856,"Spider Silk Slippers"
3857,"Enchanter's Cowl"
3858,"Shadow Hood"
3859,"Azure Silk Vest"
3860,"Boots of the Enchanter"
3861,"Long Silken Cloak"
3862,"Icy Cloak"
3863,"Spider Belt"
3864,"Star Belt"
3865,"Bolt of Mageweave"
3866,"Stylish Red Shirt"
3868,"Phoenix Gloves"
3869,"Bright Yellow Shirt"
3870,"Dark Silk Shirt"
3871,"Formal White Shirt"
3872,"Rich Purple Silk Shirt"
3873,"Black Swashbuckler's Shirt"
3908,Tailoring
3911,"Apprentice Tailor"
3912,"Journeyman Tailor"
3913,"Expert Tailor"
3914,"Brown Linen Pants"
3915,"Brown Linen Shirt"
3918,"Rough Blasting Powder"
3919,"Rough Dynamite"
3921,"The Bone Witch's Amulet"
3922,"Handful of Copper Bolts"
3923,"Rough Copper Bomb"
3924,"Copper Tube"
3925,"Rough Boomstick"
3928,"Mechanical Squirrel Box"
3929,"Coarse Blasting Powder"
3931,"Coarse Dynamite"
3932,"Target Dummy"
3933,"Small Seaforium Charge"
3934,"Flying Tiger Goggles"
3936,"Deadly Blunderbuss"
3937,"Large Copper Bomb"
3938,"Bronze Tube"
3939,"Lovingly Crafted Boomstick"
3940,"Shadow Goggles"
3941,"Small Bronze Bomb"
3942,"Whirring Bronze Gizmo"
3944,"Flame Deflector"
3945,"Heavy Blasting Powder"
3946,"Heavy Dynamite"
3949,"Silver-plated Shotgun"
3950,"Big Bronze Bomb"
3952,"Minor Recombobulator"
3953,"Bronze Framework"
3954,"Moonsight Rifle"
3955,"Explosive Sheep"
3956,"Green Tinted Goggles"
3957,"Ice Deflector"
3958,"Iron Strut"
3959,"Discombobulator Ray"
3960,"Portable Bronze Mortar"
3961,Gyrochronatom
3962,"Iron Grenade"
3963,"Compact Harvest Reaper Kit"
3965,"Advanced Target Dummy"
3966,"Craftsman's Monocle"
3967,"Big Iron Bomb"
3968,"Goblin Land Mine"
3969,"Mechanical Dragonling"
3971,"Gnomish Cloaking Device"
3972,"Large Seaforium Charge"
3973,"Silver Contact"
3974,"Crude Scope"
3975,"Standard Scope"
3976,"Accurate Scope"
4020,"Safirdrang's Chill"
4036,Engineering
4039,"Apprentice Engineer"
4040,"Journeyman Engineer"
4041,"Expert Engineer"
4043,Detonation
4044,"Target Dummy Passive"
4045,"Target Dummy Effect"
4048,"Advanced Target Dummy Passive"
4052,"Summon Explosive Sheep"
4055,"Mechanical Squirrel"
4057,"Fire Resistance"
4058,"Reverse Transformation"
4060,Discombobulate
4063,"Argus Shadow Mage Transform"
4070,Guardian
4077,"Frost Resistance"
4078,"Compact Harvest Reaper"
4079,Cloaking
4081,"Nature Resistance"
4083,"Bull Rush"
4086,Evasion
4089,"Curse of Frailty"
4092,"Advanced Target Dummy Spawn Effect"
4093,Reconstruction
4094,"Barbecued Buzzard Wing"
4096,"Raptor Hide Harness"
4097,"Raptor Hide Belt"
4101,"Enraging Bite"
4102,Gore
4104,"Flight of the Peregrine"
4105,"Rapid Gallop"
4107,"Tough Shell"
4130,"Banish Burning Exile"
4131,"Banish Cresting Exile"
4132,"Banish Thundering Exile"
4133,Bruise
4141,"Summon Myzrael"
4142,"Feast of Prey"
4144,"Spider Poison"
4146,"Enraged Howl"
4148,"Growl of Fortitude"
4149,"Toughen Hide"
4150,"Eye Peck"
4152,"Detect Elven Gems"
4153,"Guile of the Raptor"
4154,Ferocity
4159,"Tight Pinch"
4164,"Throw Rock"
4165,"Throw Rock II"
4166,Vulnerable
4170,"Cannon Ball"
4195,"Great Stamina"
4209,"Healing Tongue"
4221,"Healing Tongue II"
4238,"Roar of Fortitude"
4239,"Activating Defenses"
4240,"Vital Wound"
4242,Pester
4243,"Pester Effect"
4244,"Open Wound Effect"
4245,"Open Wound"
4262,"Physical Prowess"
4268,"Mental Acuity"
4281,Quickness
4282,Stomp
4284,"Tendon Slice"
4286,"Poisonous Spit"
4293,"MOTI, Redux: Hourglass of Eternity Dies - Quest Fails"
4294,"The Life-Binding"
4309,"Hell Hath a Fury: High Priest Immunity"
4312,"Strider Presence"
4315,"Rabid Maw"
4319,"Enchant Azure Agate"
4320,"Trelane's Freezing Touch"
4321,"Joe's Fly"
4328,"Drag and Drop: Summon Aldur'thar Sentry"
4329,"Drag and Drop: Dark Subjugator Transform"
4330,"MOTI, Redux: Hourglass of Eternity Dies"
4335,"Spawn Smoke (scale x2.00)"
4336,"Jump Jets"
4338,"Plant Alliance Battle Standard"
4339,"King of the Mountain: Alliance Battle Standard State"
4340,"King of the Mountain: Jump Rocket Blast"
4341,"Explodo-Rockets Left"
4342,Explodo-Rockets
4352,"Sword Specialization"
4366,"Banshee's Revenge: Balargarde Force's Invis & See Invis"
4368,"Battling Through Time"
4421,"2H Sword Power"
4436,Immolation
4443,"2H Axe Specialization"
4464,"2H Sword Specialization"
4493,"Staff Specialization"
4504,"Jeff Dummy 1"
4505,"Jeff Dummy 2"
4506,"CHU's QUEST SPELL"
4507,"Target Dummy Spawn Effect"
4508,"Discolored Healing Potion"
4514,"Consuming Rage"
