ID,Name_lang,HordeName_lang,Duration,EffectArg_0,EffectArg_1,EffectArg_2,EffectScalingPoints_0,EffectScalingPoints_1,EffectScalingPoints_2,IconFileDataID,ItemLevelMin,ItemLevelMax,TransmogUseConditionID,TransmogCost,EffectPointsMin_0,EffectPointsMin_1,EffectPointsMin_2,ItemVisual,Flags,RequiredSkillID,RequiredSkillRank,ItemLevel,Charges,Effect_0,Effect_1,Effect_2,ScalingClass,ScalingClassRestricted,Condition_ID,MinLevel,MaxLevel
30,"Mira (+$k1 daño)",,0,0,0,0,0.07999999821,0,0,0,10,320,0,0,1,0,0,0,32,0,0,5,0,2,0,0,-1,0,0,0,25
32,"Mira (+$k1 daño)",,0,0,0,0,0.05999999866,0,0,0,10,320,0,0,1,0,0,0,32,0,0,10,0,2,0,0,-1,0,0,0,25
33,"Mira (+$k1 daño)",,0,0,0,0,0.10000000149,0,0,0,10,320,0,0,2,0,0,0,33,0,0,20,0,2,0,0,-1,0,0,0,25
34,"Contrapeso (+$k1 celeridad)",,0,36,0,0,0.60000002384,0,0,0,0,320,0,0,20,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
36,"Encantar: Llamarada ígnea",,0,6297,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,50
37,"Cadena de acero",,0,43588,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
38,"+$k1 esquivar",,3600,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,50
40,"Afilado I",,3600,0,0,0,0.67000001669,0,0,0,0,320,0,0,1,0,0,28,33,0,0,1,0,2,0,0,-1,0,0,0,1
41,"+$k1 salud",,0,1,0,0,0.15000000596,0,0,0,0,320,0,0,5,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
43,"Punta de hierro",,0,9784,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
44,"Absorción ($7423s1)",,0,7445,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
63,"Absorción ($7447s1)",,0,7446,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
64,"+$k1 versatilidad",,3600,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,50
66,"+$k1 aguante",,0,7,0,0,0.0719999969,0,0,0,0,320,0,0,1,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
67,"+$k1 daño",,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
68,"+$k1 fuerza",,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
69,"+$k1 fuerza",,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
70,"+$k1 fuerza",,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
71,"+$k1 aguante",,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
72,"+$k1 aguante",,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
73,"+$k1 aguante",,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
74,"+$k1 agilidad",,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
75,"+$k1 agilidad",,0,3,0,0,0.40000000596,0,0,0,0,0,0,0,2,0,0,0,32,0,0,0,0,5,0,0,-3,0,0,0,25
76,"+$k1 agilidad",,0,3,0,0,0.60000002384,0,0,0,0,0,0,0,3,0,0,0,32,0,0,0,0,5,0,0,-3,0,0,0,25
77,"+$k1 daño",,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,-1,0,0,0,0
79,"+$k1 intelecto",,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
80,"+$k1 intelecto",,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
81,"+$k1 intelecto",,0,5,0,0,0.30000001192,0,0,0,0,0,0,0,3,0,0,0,32,0,0,0,0,5,0,0,-5,0,0,0,27
82,"+$k1 versatilidad",,0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
83,"+$k1 versatilidad",,0,40,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
84,"+$k1 versatilidad",,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
85,"+$k1 armadura",,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
86,"+$k1 armadura",,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
87,"+$k1 armadura",,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
88,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"+$k1 armadura",,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
90,"+$k1 agilidad",,0,3,0,0,0.40000000596,0,0,0,0,0,0,0,4,0,0,0,32,0,0,0,0,5,0,0,-5,0,0,0,27
91,"+$k1 agilidad",,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
92,"+$k1 agilidad",,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
93,"+$k1 agilidad",,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
94,"+$k1 intelecto",,0,5,0,0,0.40000000596,0,0,0,0,0,0,0,4,0,0,0,32,0,0,0,0,5,0,0,-5,0,0,0,27
95,"+$k1 intelecto",,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
96,"+$k1 intelecto",,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
97,"+$k1 intelecto",,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
98,"+$k1 versatilidad",,0,40,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
99,"+$k1 versatilidad",,0,40,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
100,"+$k1 versatilidad",,0,40,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
101,"+$k1 versatilidad",,0,40,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
102,"+$k1 aguante",,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
103,"+$k1 aguante",,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
104,"+$k1 aguante",,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
105,"+$k1 aguante",,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
106,"+$k1 fuerza",,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
107,"+$k1 fuerza",,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
108,"+$k1 fuerza",,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
109,"+$k1 fuerza",,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
110,"+$k1 esquivar",,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
111,"+$k1 esquivar",,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
112,"+$k1 esquivar",,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
113,"+$k1 esquivar",,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
114,"+$k1 esquivar",,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
115,"+$k1 esquivar",,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
116,"+$k1 esquivar",,0,13,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
117,"+$k1 daño",,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,-1,0,0,0,0
119,"+$k1 daño",,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,-1,0,0,0,0
120,"+$k1 daño",,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,-1,0,0,0,0
121,"+$k1 armadura",,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
122,"+$k1 armadura",,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
123,"+$k1 armadura",,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
125,"+1 habilidad con espadas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"+2 habilidad con espadas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,"+3 habilidad con espadas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"+4 habilidad con espadas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,"+5 habilidad con espadas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"+6 habilidad con espadas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,"+7 habilidad con espadas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"+1 habilidad con espadas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"+2 habilidad con espadas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,"+3 habilidad con espadas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,"+4 habilidad con espadas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,"+5 habilidad con espadas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,"+6 habilidad con espadas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,"+7 habilidad con espadas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,"+1 habilidad con mazas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,"+2 habilidad con mazas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,"+3 habilidad con mazas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,"+4 habilidad con mazas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,"+5 habilidad con mazas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,"+6 habilidad con mazas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"+7 habilidad con mazas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,"+1 habilidad con mazas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,"+2 habilidad con mazas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"+3 habilidad con mazas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,"+4 habilidad con mazas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,"+5 habilidad con mazas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,"+6 habilidad con mazas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,"+7 habilidad con mazas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,"+1 habilidad con hachas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,"+2 habilidad con hachas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,"+3 habilidad con hachas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,"+4 habilidad con hachas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,"+5 habilidad con hachas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,"+6 habilidad con hachas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,"+7 habilidad con hachas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,"+1 habilidad con hachas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,"+2 habilidad con hachas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,"+3 habilidad con hachas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,"+4 habilidad con hachas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,"+5 habilidad con hachas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,"+6 habilidad con hachas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,"+7 habilidad con hachas 2M",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,"+1 habilidad con dagas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,"+2 habilidad con dagas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,"+3 habilidad con dagas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,"+4 habilidad con dagas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,"+5 habilidad con dagas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,"+6 habilidad con dagas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,"+7 habilidad con dagas",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,"+1 habilidad con armas de fuego",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,"+2 habilidad con armas de fuego",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,"+3 habilidad con armas de fuego",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,"+4 habilidad con armas de fuego",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,"+5 habilidad con armas de fuego",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,"+6 habilidad con armas de fuego",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"+7 habilidad con armas de fuego",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,"+1 habilidad con arcos",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,"+2 habilidad con arcos",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,"+3 habilidad con arcos",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,"+4 habilidad con arcos",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,"+5 habilidad con arcos",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,"+6 habilidad con arcos",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,"+7 habilidad con arcos",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,"+$7593s1 matanza de bestias",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,"+$7594s1 matanza de bestias",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,"+$7595s1 matanza de bestias",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,"+$7596s1 matanza de bestias",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,"+$k1 golpe crítico",,0,32,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
196,"+$k1 golpe crítico",,0,32,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
197,"+$k1 golpe crítico",,0,32,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
198,"+$k1 golpe crítico",,0,32,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
199,"10% en acierto: Descarga de las Sombras (10 daño)",,0,7601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
200,"10% en acierto: Descarga de las Sombras (20 daño)",,0,7614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
201,"10% en acierto: Descarga de las Sombras (30 daño)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,"10% en acierto: Descarga de las Sombras (40 daño)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,"10% en acierto: Descarga de las Sombras (50 daño)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,"10% en acierto: Descarga de las Sombras (60 daño)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,"10% en acierto: Descarga de las Sombras (70 daño)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,"+$k1 daño con arma",,0,0,0,0,0.14499999583,0,0,0,0,320,0,0,1,0,0,42,32,0,0,1,0,2,0,0,-4,0,0,0,25
242,"+$k1 salud",,0,1,0,0,0.44999998808,0,0,0,0,320,0,0,15,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
243,"+$k1 versatilidad",,0,40,0,0,0.0719999969,0,0,0,0,320,0,0,10,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
244,"+$k1 intelecto",,3600,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,50
245,"+$k1 armadura",,3600,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,50
246,"+$k1 maná",,0,0,0,0,0.34999999404,0,0,0,0,320,0,0,20,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
247,"+$k1 agilidad",,0,3,0,0,0.07299999893,0,0,0,0,320,0,0,1,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
248,"+$k1 fuerza",,0,4,0,0,0.0719999969,0,0,0,0,320,0,0,1,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
249,"+$7784s1 matanza de bestias",,0,7784,0,0,0,0,0,0,0,320,0,0,0,0,0,31,0,0,0,1,0,3,0,0,0,0,0,0,50
250,"+$k1 daño con arma",,0,0,0,0,0.07299999893,0,0,0,0,320,0,0,1,0,0,31,32,0,0,1,0,2,0,0,-4,0,0,0,25
251,"+$k1 intelecto",,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,50
252,"+$k1 versatilidad",,3600,40,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,50
253,"Absorción ($7848s1)",,3600,7849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
254,"+$k1 salud",,0,1,0,0,0.75,0,0,0,0,320,0,0,25,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
255,"+$k1 versatilidad",,0,40,0,0,0.14499999583,0,0,0,0,320,0,0,3,0,0,103,32,0,0,1,0,5,0,0,-1,0,0,0,25
257,"+$k1 armadura",,3600,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,50
263,"Cebo de pesca (+$8082s1 habilidad para pescar)",,600,8082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
264,"Cebo de pesca (+$8083s1 habilidad para pescar)",,600,8083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
265,"Cebo de pesca (+$8084s1 habilidad para pescar)",,600,8084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
