ID,Name_lang,HordeName_lang,Duration,EffectArg_0,EffectArg_1,EffectArg_2,EffectScalingPoints_0,EffectScalingPoints_1,EffectScalingPoints_2,IconFileDataID,ItemLevelMin,ItemLevelMax,TransmogUseConditionID,TransmogCost,EffectPointsMin_0,EffectPointsMin_1,EffectPointsMin_2,ItemVisual,Flags,RequiredSkillID,RequiredSkillRank,ItemLevel,Charges,Effect_0,Effect_1,Effect_2,ScalingClass,ScalingClassRestricted,Condition_ID,MinLevel,MaxLevel
26,"냉기 기름",,1800,96089,0,0,0,0,0,0,10,320,0,0,10,0,0,27,0,0,0,30,0,1,0,0,0,0,0,0,50
30,"조준경 (공격력 +$k1)",,0,0,0,0,0.07999999821,0,0,0,10,320,0,0,1,0,0,0,32,0,0,5,0,2,0,0,-1,0,0,0,25
32,"조준경 (공격력 +$k1)",,0,0,0,0,0.05999999866,0,0,0,10,320,0,0,1,0,0,0,32,0,0,10,0,2,0,0,-1,0,0,0,25
33,"조준경 (공격력 +$k1)",,0,0,0,0,0.10000000149,0,0,0,10,320,0,0,2,0,0,0,33,0,0,20,0,2,0,0,-1,0,0,0,25
34,"평형추 (가속 +$k1)",,0,36,0,0,0.60000002384,0,0,0,0,320,0,0,20,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
36,"마법부여: 이글거리는 불꽃",,0,6297,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,50
37,"강철 무기 사슬",,0,43588,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
38,"회피 +$k1",,3600,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,50
40,"무기 연마 I",,3600,0,0,0,0.67000001669,0,0,0,0,320,0,0,1,0,0,28,33,0,0,1,0,2,0,0,-1,0,0,0,1
41,"생명력 +$k1",,0,1,0,0,0.15000000596,0,0,0,0,320,0,0,5,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
43,"철제 쐐기",,0,9784,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
44,"피해 흡수 ($7423s1)",,0,7445,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
63,"피해 흡수 ($7447s1)",,0,7446,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
64,"유연성 +$k1",,3600,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,50
66,"체력 +$k1",,0,7,0,0,0.0719999969,0,0,0,0,320,0,0,1,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
67,"공격력 +$k1",,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
68,"힘 +$k1",,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
69,"힘 +$k1",,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
70,"힘 +$k1",,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
71,"체력 +$k1",,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
72,"체력 +$k1",,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
73,"체력 +$k1",,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
74,"민첩성 +$k1",,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
75,"민첩성 +$k1",,0,3,0,0,0.40000000596,0,0,0,0,0,0,0,2,0,0,0,32,0,0,0,0,5,0,0,-3,0,0,0,25
76,"민첩성 +$k1",,0,3,0,0,0.60000002384,0,0,0,0,0,0,0,3,0,0,0,32,0,0,0,0,5,0,0,-3,0,0,0,25
77,"공격력 +$k1",,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,-1,0,0,0,0
79,"지능 +$k1",,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
80,"지능 +$k1",,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
81,"지능 +$k1",,0,5,0,0,0.30000001192,0,0,0,0,0,0,0,3,0,0,0,32,0,0,0,0,5,0,0,-5,0,0,0,27
82,"유연성 +$k1",,0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
83,"유연성 +$k1",,0,40,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
84,"유연성 +$k1",,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
85,"방어도 +$k1",,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
86,"방어도 +$k1",,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
87,"방어도 +$k1",,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
88,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"방어도 +$k1",,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
90,"민첩성 +$k1",,0,3,0,0,0.40000000596,0,0,0,0,0,0,0,4,0,0,0,32,0,0,0,0,5,0,0,-5,0,0,0,27
91,"민첩성 +$k1",,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
92,"민첩성 +$k1",,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
93,"민첩성 +$k1",,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
94,"지능 +$k1",,0,5,0,0,0.40000000596,0,0,0,0,0,0,0,4,0,0,0,32,0,0,0,0,5,0,0,-5,0,0,0,27
95,"지능 +$k1",,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
96,"지능 +$k1",,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
97,"지능 +$k1",,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
98,"유연성 +$k1",,0,40,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
99,"유연성 +$k1",,0,40,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
100,"유연성 +$k1",,0,40,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
101,"유연성 +$k1",,0,40,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
102,"체력 +$k1",,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
103,"체력 +$k1",,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
104,"체력 +$k1",,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
105,"체력 +$k1",,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
106,"힘 +$k1",,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
107,"힘 +$k1",,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
108,"힘 +$k1",,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
109,"힘 +$k1",,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
110,"회피 +$k1",,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
111,"회피 +$k1",,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
112,"회피 +$k1",,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
113,"회피 +$k1",,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
114,"회피 +$k1",,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
115,"회피 +$k1",,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
116,"회피 +$k1",,0,13,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
117,"공격력 +$k1",,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,-1,0,0,0,0
119,"공격력 +$k1",,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,-1,0,0,0,0
120,"공격력 +$k1",,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,-1,0,0,0,0
121,"방어도 +$k1",,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
122,"방어도 +$k1",,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
123,"방어도 +$k1",,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
125,"도검류 숙련도 +1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"도검류 숙련도 +2",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,"도검류 숙련도 +3",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"도검류 숙련도 +4",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,"도검류 숙련도 +5",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"도검류 숙련도 +6",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,"도검류 숙련도 +7",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"양손 도검류 숙련도 +1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"양손 도검류 숙련도 +2",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,"양손 도검류 숙련도 +3",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,"양손 도검류 숙련도 +4",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,"양손 도검류 숙련도 +5",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,"양손 도검류 숙련도 +6",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,"양손 도검류 숙련도 +7",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,"둔기류 숙련도 +1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,"둔기류 숙련도 +2",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,"둔기류 숙련도 +3",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,"둔기류 숙련도 +4",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,"둔기류 숙련도 +5",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,"둔기류 숙련도 +6",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"둔기류 숙련도 +7",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,"양손 둔기류 숙련도 +1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,"양손 둔기류 숙련도 +2",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"양손 둔기류 숙련도 +3",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,"양손 둔기류 숙련도 +4",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,"양손 둔기류 숙련도 +5",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,"양손 둔기류 숙련도 +6",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,"양손 둔기류 숙련도 +7",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,"도끼류 숙련도 +1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,"도끼류 숙련도 +2",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,"도끼류 숙련도 +3",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,"도끼류 숙련도 +4",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,"도끼류 숙련도 +5",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,"도끼류 숙련도 +6",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,"도끼류 숙련도 +7",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,"양손 도끼류 숙련도 +1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,"양손 도끼류 숙련도 +2",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,"양손 도끼류 숙련도 +3",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,"양손 도끼류 숙련도 +4",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,"양손 도끼류 숙련도 +5",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,"양손 도끼류 숙련도 +6",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,"양손 도끼류 숙련도 +7",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,"단검류 숙련도 +1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,"단검류 숙련도 +2",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,"단검류 숙련도 +3",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,"단검류 숙련도 +4",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,"단검류 숙련도 +5",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,"단검류 숙련도 +6",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,"단검류 숙련도 +7",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,"총기류 숙련도 +1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,"총기류 숙련도 +2",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,"총기류 숙련도 +3",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,"총기류 숙련도 +4",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,"총기류 숙련도 +5",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,"총기류 숙련도 +6",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"총기류 숙련도 +7",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,"활류 숙련도 +1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,"활류 숙련도 +2",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,"활류 숙련도 +3",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,"활류 숙련도 +4",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,"활류 숙련도 +5",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,"활류 숙련도 +6",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,"활류 숙련도 +7",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,"야수 사냥 +$7593s1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,"야수 사냥 +$7594s1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,"야수 사냥 +$7595s1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,"야수 사냥 +$7596s1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,"치명타 및 극대화 +$k1",,0,32,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
196,"치명타 및 극대화 +$k1",,0,32,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
197,"치명타 및 극대화 +$k1",,0,32,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
198,"치명타 및 극대화 +$k1",,0,32,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
199,"공격받을 시 10% 확률: 어둠의 화살 (피해 10)",,0,7601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
200,"공격받을 시 10% 확률: 어둠의 화살 (피해 20)",,0,7614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
201,"공격받을 시 10% 확률: 어둠의 화살 (피해 30)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,"공격받을 시 10% 확률: 어둠의 화살 (피해 40)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,"공격받을 시 10% 확률: 어둠의 화살 (피해 50)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,"공격받을 시 10% 확률: 어둠의 화살 (피해 60)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,"공격받을 시 10% 확률: 어둠의 화살 (피해 70)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,"무기 공격력 +$k1",,0,0,0,0,0.14499999583,0,0,0,0,320,0,0,1,0,0,42,32,0,0,1,0,2,0,0,-4,0,0,0,25
242,"생명력 +$k1",,0,1,0,0,0.44999998808,0,0,0,0,320,0,0,15,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
243,"유연성 +$k1",,0,40,0,0,0.0719999969,0,0,0,0,320,0,0,10,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
244,"지능 +$k1",,3600,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,50
245,"방어도 +$k1",,3600,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,50
246,"마나 +$k1",,0,0,0,0,0.34999999404,0,0,0,0,320,0,0,20,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
247,"민첩성 +$k1",,0,3,0,0,0.07299999893,0,0,0,0,320,0,0,1,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
248,"힘 +$k1",,0,4,0,0,0.0719999969,0,0,0,0,320,0,0,1,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
249,"야수 사냥 +$7784s1",,0,7784,0,0,0,0,0,0,0,320,0,0,0,0,0,31,0,0,0,1,0,3,0,0,0,0,0,0,50
250,"무기 공격력 +$k1",,0,0,0,0,0.07299999893,0,0,0,0,320,0,0,1,0,0,31,32,0,0,1,0,2,0,0,-4,0,0,0,25
251,"지능 +$k1",,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,50
252,"유연성 +$k1",,3600,40,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,50
253,"피해 흡수 ($7848s1)",,3600,7849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
254,"생명력 +$k1",,0,1,0,0,0.75,0,0,0,0,320,0,0,25,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,25
255,"유연성 +$k1",,0,40,0,0,0.14499999583,0,0,0,0,320,0,0,3,0,0,103,32,0,0,1,0,5,0,0,-1,0,0,0,25
257,"방어도 +$k1",,3600,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,50
263,"미끼 (낚시 숙련도 +$8082s1)",,600,8082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
264,"미끼 (낚시 숙련도 +$8083s1)",,600,8083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
265,"미끼 (낚시 숙련도 +$8084s1)",,600,8084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
266,"미끼 (낚시 숙련도 +$8085s1)",,600,8085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
